faa,name,lat,lon,alt,tz,dst,tzone
TUL,Tulsa International Airport,36.19839859008789,-95.88809967041016,677,-6,A,America/Chicago
TUP,Tupelo Regional Airport,34.26810073852539,-88.7698974609375,346,-6,A,America/Chicago
TUS,Tucson International Airport,32.1161003112793,-110.94100189208984,2643,-7,N,America/Phoenix
TVC,Cherry Capital Airport,44.74140167236328,-85.58219909667969,624,-5,A,America/New_York
TVF,Thief River Falls Regional Airport,48.06570053,-96.18499756,1119,-6,A,America/Chicago
TVI,Thomasville Regional Airport,30.901599884033,-83.881301879883,264,-5,A,America/New_York
TVL,Lake Tahoe Airport,38.89390182495117,-119.99500274658203,6264,-8,A,America/Los_Angeles
TWF,Joslin Field Magic Valley Regional Airport,42.48180008,-114.487999,4154,-7,A,America/Denver
TXK,Texarkana Regional Webb Field,33.45370101928711,-93.990997314453125,390,-6,A,America/Chicago
TYR,Tyler Pounds Regional Airport,32.35409927368164,-95.40239715576172,544,-6,A,America/Chicago
TYS,McGhee Tyson Airport,35.81100082,-83.9940033,981,-5,A,America/New_York
TZR,Taszár Air Base,46.39310073852539,17.917499542236328,531,1,A,Europe/Budapest
UAO,Aurora State Airport,45.247100830078125,-122.7699966430664,200,NA,NA,NA
UDD,Bermuda Dunes Airport,33.748401641846,-116.27500152588,73,-8,A,America/Los_Angeles
UDG,Darlington County Jetport Airport,34.44940186,-79.89009857,192,-5,A,America/New_York
UGN,Waukegan National Airport,42.422199249268,-87.867897033691,727,-6,A,America/Chicago
UIN,Quincy Regional Baldwin Field,39.94269943,-91.19460297,768,-6,A,America/Chicago
UKF,Wilkes County Airport,36.2228012085,-81.09829711910001,1301,-5,A,America/New_York
UKI,Ukiah Municipal Airport,39.125999450684,-123.20099639893,614,NA,NA,NA
UKT,Quakertown Airport,40.435199737549,-75.381896972656,526,-5,A,NA
ULS,Ulysses Airport,37.60400009,-101.3740005,3071,-5,A,NA
UMP,Indianapolis Metropolitan Airport,39.93519974,-86.04499817,811,-5,A,America/New_York
UNK,Unalakleet Airport,63.88840103,-160.798996,27,-9,A,America/Anchorage
UOX,University Oxford Airport,34.384300231934,-89.536796569824,452,NA,NA,NA
UPP,Upolu Airport,20.265300750732422,-155.86000061035156,96,-10,A,Pacific/Honolulu
UST,Northeast Florida Regional Airport,29.959199905396,-81.339797973633,10,-5,A,America/New_York
UTM,Tunica Municipal Airport,34.680999755859,-90.346702575684,194,-6,A,America/Chicago
UTO,Indian Mountain LRRS Airport,65.99279785,-153.7039948,1273,-9,A,America/Anchorage
UUK,Ugnu-Kuparuk Airport,70.33080291750001,-149.598007202,67,-9,A,America/Anchorage
UVA,Garner Field,29.2112998962,-99.743598938,942,-6,A,America/Chicago
UWL,New Castle Henry Co. Municipal Airport,39.87590027,-85.32649994,1088,-4,A,NA
UYF,Madison County Airport,39.932701109999996,-83.46199799,1082,-5,A,NA
VAD,Moody Air Force Base,30.9678001404,-83.1930007935,233,-5,A,America/New_York
VAK,Chevak Airport,61.5409,-165.6005,75,-9,A,America/Anchorage
VAY,South Jersey Regional Airport,39.942901611299995,-74.845703125,53,-5,A,America/New_York
VBG,Vandenberg Air Force Base,34.7373008728,-120.583999634,369,-8,A,America/Los_Angeles
VCT,Victoria Regional Airport,28.85260009765625,-96.91850280761719,115,-6,A,America/Chicago
VCV,Southern California Logistics Airport,34.597499847399995,-117.383003235,2885,-8,A,America/Los_Angeles
VDZ,Valdez Pioneer Field,61.13389969,-146.2480011,121,-9,A,America/Anchorage
VEE,Venetie Airport,67.0086975098,-146.365997314,574,-9,A,America/Anchorage
VEL,Vernal Regional Airport,40.4408989,-109.5100021,5278,-7,A,America/Denver
VGT,North Las Vegas Airport,36.21070098877,-115.19400024414,2205,-8,U,America/Los_Angeles
VIS,Visalia Municipal Airport,36.3186988831,-119.392997742,295,-8,A,America/Los_Angeles
VLD,Valdosta Regional Airport,30.782499313354492,-83.276702880859375,203,-5,A,America/New_York
VNC,Venice Municipal Airport,27.071599960327,-82.440299987793,18,-5,A,America/New_York
VNW,Van Wert County Airport,40.86470031738281,-84.6093978881836,785,-5,A,America/New_York
VNY,Van Nuys Airport,34.209800720215,-118.48999786377,802,-8,A,America/Los_Angeles
VOK,Volk Field,43.938999176025,-90.253402709961,912,-6,A,America/Chicago
VPC,Cartersville Airport,34.12310028076172,-84.84870147705078,759,-5,A,America/New_York
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6,A,America/Chicago
VPZ,Porter County Municipal Airport,41.45399857,-87.00710297,770,-5,A,NA
VRB,Vero Beach Municipal Airport,27.655599594116,-80.417900085449,24,-5,A,America/New_York
VTN,Miller Field,42.85779953,-100.5479965,2596,NA,NA,NA
VYS,Illinois Valley Regional Airport-Walter A Duncan Field,41.351898,-89.153099,654,-6,A,America/Chicago
WAA,Wales Airport,65.622593,-168.095,22,-9,A,America/Anchorage
WAL,Wallops Flight Facility Airport,37.9402008057,-75.4664001465,40,-5,A,America/New_York
WBQ,Beaver Airport,66.362197876,-147.406997681,359,-9,A,America/Anchorage
WBU,Boulder Municipal Airport,40.0393981934,-105.225997925,5288,-7,A,America/Denver
WBW,Wilkes Barre Wyoming Valley Airport,41.2971992493,-75.8511962891,545,-5,A,America/New_York
WDR,Barrow County Airport,33.98289871,-83.66739655,943,-5,A,America/New_York
WFK,Northern Aroostook Regional Airport,47.2854995728,-68.31279754639999,988,-5,A,America/New_York
WHP,Whiteman Airport,34.2593002319,-118.413002014,1003,-8,A,America/Los_Angeles
WJF,General WM J Fox Airfield,34.74110031,-118.2190018,2351,-8,A,NA
WKK,Aleknagik / New Airport,59.2826004028,-158.617996216,66,-9,A,America/Anchorage
WKL,Waikoloa Heliport,19.9205,-155.8607,119,-10,N,Pacific/Honolulu
WLK,Selawik Airport,66.60009766,-159.9859924,17,-9,A,America/Anchorage
WMC,Winnemucca Municipal Airport,40.8965988159,-117.805999756,4308,NA,NA,NA
WMH,Ozark Regional Airport,36.3689002991,-92.47049713130001,928,NA,NA,NA
WMO,White Mountain Airport,64.689201355,-163.412994385,267,-9,A,America/Anchorage
WNA,Napakiak Airport,60.69029998779297,-161.97900390625,17,-9,A,America/Anchorage
WRB,Robins Air Force Base,32.6400985718,-83.5919036865,294,-5,A,America/New_York
WRG,Wrangell Airport,56.48429871,-132.3699951,49,-9,A,America/Anchorage
WRI,Mc Guire Air Force Base,40.0155983,-74.59169769,131,-5,A,America/New_York
WRL,Worland Municipal Airport,43.9656982421875,-107.95099639892578,4227,-7,A,America/Denver
WSD,Condron Army Air Field,32.34149933,-106.4029999,3934,-7,A,America/Denver
WSN,South Naknek Nr 2 Airport,58.7033996582,-157.007995605,162,-9,A,America/Anchorage
WST,Westerly State Airport,41.3496017456,-71.8033981323,81,-5,A,America/New_York
WTK,Noatak Airport,67.56610107421875,-162.97500610351562,88,-9,A,America/Anchorage
WVI,Watsonville Municipal Airport,36.9356994629,-121.790000916,163,-8,A,NA
WWA,Wasilla Airport,61.5717010498,-149.539993286,354,NA,NA,NA
WWD,Cape May County Airport,39.008499145500004,-74.9083023071,23,-5,A,America/New_York
WWR,West Woodward Airport,36.438,-99.5226667,2189,NA,NA,NA
WYS,Yellowstone Airport,44.68840027,-111.1179962,6649,-7,A,America/Denver
XFL,Flagler County Airport,29.4673996,-81.20629883,33,-5,A,America/New_York
XMR,Cape Canaveral AFS Skid Strip,28.4675998688,-80.56659698490002,10,NA,NA,NA
XNA,Northwest Arkansas Regional Airport,36.281898,-94.306801,1287,-6,A,America/Chicago
YAK,Yakutat Airport,59.5032997131,-139.660003662,33,-9,A,America/Anchorage
YIP,Willow Run Airport,42.23789978,-83.53040314,716,-5,A,America/New_York
YKM,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,1099,-8,A,America/Los_Angeles
YKN,Chan Gurney Municipal Airport,42.916698455811,-97.385902404785,1306,-6,A,America/Chicago
YNG,Youngstown Warren Regional Airport,41.26070023,-80.67910004,1192,-5,A,America/New_York
YUM,Yuma MCAS/Yuma International Airport,32.65660095,-114.6060028,213,-7,N,America/Phoenix
Z84,Clear Airport,64.301201,-149.119995,552,-9,A,America/Anchorage
ZPH,Zephyrhills Municipal Airport,28.2282009125,-82.15589904790001,90,-5,A,America/New_York
ZSY,Scottsdale Airport,33.622898101807,-111.91100311279,1510,-7,A,America/Phoenix
ZUN,Black Rock Airport,35.08319854736328,-108.79199981689453,6454,-7,A,America/Denver
ZZV,Zanesville Municipal Airport,39.9444007874,-81.89209747310001,900,NA,NA,NA
