tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N17244,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N17245,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N172AA,1954,Fixed wing single engine,CESSNA,180,1,4,121,Reciprocating
N172DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N172DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N173AA,1980,Fixed wing multi engine,CESSNA,550,2,8,NA,Turbo-fan
N173DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N173SY,2015,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N174AA,2002,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N174DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N174DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N174SY,2015,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N17560,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N175DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N175DZ,1999,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N175SY,2015,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N176AA,2002,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N176DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N176DZ,1999,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N176PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N176SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N17719,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N17730,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N17752,1999,Fixed wing multi engine,BOEING,737-71Q,2,149,NA,Turbo-fan
N17753,NA,Fixed wing multi engine,BOEING,737-7V3,2,149,NA,Turbo-fan
N177DN,1991,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N177DZ,1999,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N177SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N178AA,2002,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N178DN,1991,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N178DZ,2000,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N178JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N178SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N17984,2000,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N179AA,2002,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N179DN,1991,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N179JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N179SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N180AA,1973,Fixed wing single engine,CESSNA,180J,1,6,120,Reciprocating
N180DN,1992,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N18112,1995,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-fan
N18119,1997,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-fan
N181AA,NA,Rotorcraft,DJI,PHANTOM 3 PROFESSION,4,NA,NA,Electric
N181DN,1992,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N181PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N181SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N18220,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N18223,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N18243,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N182AA,1979,Rotorcraft,BELL,206B,1,5,112,Turbo-shaft
N182DN,1992,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N182SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N183AA,1958,Fixed wing multi engine,BEECH,95,2,5,150,Reciprocating
N183DN,1993,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N183JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N183SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N184DN,1993,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N184JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N184SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N18556,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N18557,NA,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N185DN,1995,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N185SY,2016,Fixed wing multi engine,EMBRAER,ERJ 170-200 LR,2,88,NA,Turbo-fan
N186AA,1985,Fixed wing single engine,ANGER ANTHONY B,POBER PIXIE,1,1,NA,Reciprocating
N186DN,1995,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N186PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N186SY,2016,Fixed wing multi engine,EMBRAER,ERJ 170-200 LR,2,88,NA,Turbo-fan
N187AA,2001,Fixed wing multi engine,DASSAULT AVIATION,FALCON 2000,2,14,NA,Turbo-fan
N187DN,1996,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N187JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N187PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N187SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N188AA,1964,Fixed wing single engine,BEECH,35-C33,1,4,138,Reciprocating
N188DN,1996,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N188SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N189AA,1959,Fixed wing single engine,BEECH,K35,1,5,150,Reciprocating
N189DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N189SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N190AA,2001,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N190DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N190JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N19117,1996,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-fan
N19130,1998,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-fan
N19136,1999,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-fan
N19141,2000,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-fan
N191AA,1959,Fixed wing single engine,BEECH,K35,1,5,150,Reciprocating
N191DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N191SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N192AA,1959,Fixed wing single engine,BEECH,K35,1,5,150,Reciprocating
N192DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N192JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N192SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N193AA,1979,Fixed wing multi engine,MITSUBISHI,MU-2B-60,2,10,NA,Turbo-prop
N193DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N193JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N193SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N194AA,2001,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N194DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N194SY,NA,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N19554,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N195AA,1978,Fixed wing multi engine,PIPER,PA-31T,2,8,162,Turbo-prop
N195DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N195PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N195SY,NA,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N196AA,2001,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N196DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N197AA,1981,Rotorcraft,BELL,206B,1,5,112,Turbo-shaft
N197DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N197JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N198AA,2001,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N198DN,1998,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N198JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N199AA,1958,Fixed wing single engine,BEECH,K35,1,5,150,Reciprocating
N199DN,1998,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N200SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N200WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N201FR,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N201LV,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N202FR,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N202SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N202WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N203FR,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-214,2,182,NA,Turbo-fan
N203JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N203SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N203WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N204SY,2016,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N204UA,1999,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N204WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N205FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N205SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N205WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N206FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N206JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N206SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N206UA,1999,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N206WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N207AA,2001,Fixed wing multi engine,GULFSTREAM AEROSPACE,G-IV,2,22,NA,Turbo-fan
N207FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N207SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N207WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N208SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N208WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N209SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N209UA,1999,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N209WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N210FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N210UA,2000,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N210WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N21108,1994,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-fan
N21154,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N21197,2006,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N211FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N211SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N211UA,2000,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N211WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N212UA,2000,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N212WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N2135U,2017,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N2136U,2017,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N2138U,2017,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N213FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N213SY,2017,Fixed wing multi engine,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N213UA,2000,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N213WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N2140U,2017,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N2142U,2017,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N214UA,2000,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N214WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N21537,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N215UA,2000,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N215WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N216FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N216JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N216UA,2000,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N216WR,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N217JC,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N217UA,2000,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N218FR,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-214,2,182,NA,Turbo-fan
N218UA,2001,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N218WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N219FR,2002,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N219UA,2001,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N219WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N220FR,2013,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N220UA,2001,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N220WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N221FR,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N221UA,2001,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N221WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N222UA,2001,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N222WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N223FR,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N223UA,2001,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N223WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N2243U,2017,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N224AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N224UA,2001,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N224WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N225UA,2001,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N225WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N226UA,2002,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N226WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N227FR,2014,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N227UA,2002,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N227WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N228FR,2013,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N228JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N228PQ,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N228UA,2002,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N228WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N22909,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N229FR,2013,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N229JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N229UA,2002,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N229WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N230FR,2015,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N230WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N23139,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N231JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N231WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N232FR,2015,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N232PQ,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N232WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N2331U,2016,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N2332U,2016,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N2333U,2017,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N233FR,2016,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N233LV,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N2341U,2017,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N234WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N235FR,2016,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N235WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N236AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N236FR,2016,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N236JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N236WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N23707,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N23708,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N23721,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N237AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N237WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N238AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N238FR,2016,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N238JB,NA,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N238WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N239JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N239WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N240WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N24103,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N241WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N24202,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N24211,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N24212,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N24224,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N242WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N243WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N244WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N245WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N246LV,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N24702,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N24706,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N24715,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N24729,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N24736,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N247AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N247JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N247WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N248AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N248WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N249JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N249WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N250WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N25134,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N251AK,NA,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N251WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N25201,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N252WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N2534U,2017,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N253AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N253WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N254WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N255WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N256WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N25705,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-fan
N257WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N258JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N258WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N259WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N260AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N260WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N26123,1997,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-fan
N261WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N26208,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N26210,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N26215,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N26226,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N26232,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N262WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N2639U,2017,Fixed wing multi engine,BOEING,777-300ER,2,552,NA,Turbo-fan
N263AK,2016,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N263WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
